page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population
Pachacuti,Incan,803601556.0,,,,,,
Túpac Katari,Incan,804527512.0,,,,,,
Hilaria Supa,Incan,805475200.0,,,,,,
Túpac Amaru II,Incan,806761543.0,,,,,,
Khozh-Ahmed Noukhayev,Chechen,707217873.0,,,,,,
Alibek Delimkhanov,Chechen,762868684.0,,,,,,
Beibulat Taimiev,Chechen,765616552.0,,,,,,
Isa Gendergenoevsky,Chechen,772274868.0,,,,,,
Ibragim Khultygov,Chechen,782430810.0,,,,,,
Movladi Udugov,Chechen,783907075.0,,,,,,
Doku Zavgayev,Chechen,784167327.0,,,,,,
Head of the Chechen Republic,Chechen,786231010.0,,,,,,
Mairbek Sheripov,Chechen,787163671.0,,,,,,
Alu Alkhanov,Chechen,789327678.0,,,,,,
Adam Delimkhanov,Chechen,789328171.0,,,,,,
Aslambek Aslakhanov,Chechen,789949907.0,,,,,,
Ruslan Khasbulatov,Chechen,791803238.0,,,,,,
Sergey Abramov (politician),Chechen,794171049.0,,,,,,
Malik Saidullaev,Chechen,794893770.0,,,,,,
Akhmed Zakayev,Chechen,797214106.0,,,,,,
Sheikh Mansur,Chechen,797258871.0,,,,,,
Ali Mitayev,Chechen,798580067.0,,,,,,
Turpal-Ali Atgeriyev,Chechen,801036587.0,,,,,,
Akhmad Kadyrov,Chechen,802665757.0,,,,,,
Dzhokhar Dudayev,Chechen,802950350.0,,,,,,
Ilyas Akhmadov,Chechen,803177211.0,,,,,,
Ruslan Gelayev,Chechen,803469952.0,,,,,,
President of Ichkeria,Chechen,804275742.0,,,,,,
Said-Khasanom Abumuslimov,Chechen,804276832.0,,,,,,
Vakha Arsanov,Chechen,804276940.0,,,,,,
Shamil Basayev,Chechen,804277603.0,,,,,,
Supyan Abdullayev,Chechen,804277842.0,,,,,,
Zelimkhan Yandarbiyev,Chechen,804279009.0,,,,,,
Aslan Maskhadov,Chechen,804279119.0,,,,,,
Abdul-Halim Sadulayev,Chechen,804279165.0,,,,,,
Dokka Umarov,Chechen,804279341.0,,,,,,
Tapa Tchermoeff,Chechen,804557776.0,,,,,,
Umar Dzhabrailov,Chechen,805794113.0,,,,,,
Ramzan Kadyrov,Chechen,805869321.0,,,,,,
Idris Gaibov,Chechen,807180397.0,,,,,,
Ruslan Alikhadzhiyev,Chechen,807354708.0,,,,,,
Ruslan Yamadayev,Chechen,807454176.0,,,,,,
Terry Le Main,Jersey,708727189.0,,,,,,
Paul Routier,Jersey,708727221.0,,,,,,
Mike Vibert,Jersey,708766654.0,,,,,,
Sean Power (Jersey),Jersey,710334019.0,,,,,,
Leonard Norman,Jersey,710503170.0,,,,,,
Ben Shenton,Jersey,717911161.0,,,,,,
Robert Le Masurier,Jersey,720430005.0,,,,,,
Kevin C. Lewis,Jersey,722988899.0,,,,,,
Rob Duhamel,Jersey,724891592.0,,,,,,
Patrick J. D. Ryan,Jersey,725737326.0,,,,,,
Philippe de Carteret II,Jersey,737014330.0,,,,,,
Connétable (Jersey and Guernsey),Jersey,740998059.0,,,,,,
Alan J. H. Maclean,Jersey,742413962.0,,,,,,
Michel Couriard,Jersey,745348113.0,,,,,,
Guy de Faye,Jersey,754330569.0,,,,,,
Vernon Tomes,Jersey,766480006.0,,,,,,
Philip Bailhache,Jersey,773230341.0,,,,,,
Jean Poingdestre,Jersey,773316732.0,,,,,,
Peter Hanning,Jersey,774568909.0,,,,,,
Dean of Jersey,Jersey,784051930.0,,,,,,
"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,,,,,,
Terry Le Sueur,Jersey,784849252.0,,,,,,
Don Filleul,Jersey,786175308.0,,,,,,
Augustus Asplet Le Gros,Jersey,787012860.0,,,,,,
Philippe Langlois,Jersey,787046159.0,,,,,,
Sarah Craig Ferguson,Jersey,787955357.0,,,,,,
Wendy Kinnard,Jersey,787955613.0,,,,,,
Iris Le Feuvre,Jersey,787956265.0,,,,,,
Judy Martin (politician),Jersey,787956300.0,,,,,,
Kristina Moore,Jersey,787956364.0,,,,,,
Susan Pinel,Jersey,787956392.0,,,,,,
Shona Pitman,Jersey,787956492.0,,,,,,
Anne Pryke,Jersey,787956513.0,,,,,,
Corrie Stein,Jersey,787956597.0,,,,,,
Tracey Vallois,Jersey,787957954.0,,,,,,
"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,,,,,,
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,,,,,,
"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,,,,,,
Frank Walker (Jersey politician),Jersey,792567273.0,,,,,,
Carolyn Labey,Jersey,793221391.0,,,,,,
Cecil Stanley Harrison,Jersey,793405839.0,,,,,,
List of Bailiffs of Jersey,Jersey,795069319.0,,,,,,
John Le Couteur,Jersey,795676915.0,,,,,,
Jim Perchard,Jersey,796095584.0,,,,,,
Bryan Ian Le Marquand,Jersey,796170389.0,,,,,,
Andrew Green (Jersey politician),Jersey,797693636.0,,,,,,
Geraint Jennings,Jersey,797746493.0,,,,,,
Ian Gorst,Jersey,798244483.0,,,,,,
George Carteret,Jersey,799514955.0,,,,,,
Stuart Syvret,Jersey,800714278.0,,,,,,
Edward Trevor (Jersey),Jersey,801172575.0,,,,,,
Philip Ozouf Jr,Jersey,801284949.0,,,,,,
Peter Crill,Jersey,802532217.0,,,,,,
"John Carteret, 2nd Earl Granville",Jersey,802912550.0,,,,,,
Darius J. Pearce,Jersey,803416400.0,,,,,,
Alan Simon Crowcroft,Jersey,804372746.0,,,,,,
William Bailhache,Jersey,805135198.0,,,,,,
Michael Birt (barrister),Jersey,805136001.0,,,,,,
Frank Ereaut,Jersey,805136113.0,,,,,,
Robert Pipon Marett,Jersey,805136184.0,,,,,,
Freddie Cohen,Jersey,805499715.0,,,,,,
Mike Torode,Guernsey,710546915.0,,,,,,
Laurie Morgan,Guernsey,719122168.0,,,,,,
Peter Harwood,Guernsey,722295712.0,,,,,,
Martin Storey (politician),Guernsey,722806951.0,,,,,,
William Carey (Bailiff of Guernsey),Guernsey,725970969.0,,,,,,
David Jones (Guernsey politician),Guernsey,729428763.0,,,,,,
Lyndon Trott,Guernsey,742737553.0,,,,,,
Jonathan Le Tocq,Guernsey,742872067.0,,,,,,
Graham Dorey,Guernsey,742872751.0,,,,,,
De Vic Carey,Guernsey,748457839.0,,,,,,
Bailiff of Guernsey,Guernsey,762910285.0,,,,,,
Ambrose Sherwill,Guernsey,768625520.0,,,,,,
Geoffrey Rowland,Guernsey,784691815.0,,,,,,
List of Bailiffs of Guernsey,Guernsey,784770354.0,,,,,,
Diane Lewis (Guernsey legislator),Guernsey,787954113.0,,,,,,
Wendy Morgan (politician),Guernsey,787954138.0,,,,,,
Peter de Havilland,Guernsey,788446515.0,,,,,,
Gavin St Pier,Guernsey,789938377.0,,,,,,
Francis Weston,Guernsey,791169532.0,,,,,,
Richard Collas,Guernsey,792424069.0,,,,,,
Victor Carey,Guernsey,793355768.0,,,,,,
Daniel de Lisle Brock,Guernsey,798315235.0,,,,,,
Richard Weston (treasurer),Guernsey,802409654.0,,,,,,
Havilland de Sausmarez,Guernsey,804532628.0,,,,,,
Edmund Andros,Guernsey,805755298.0,,,,,,
Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,,,,,,
Duvalle,Saint Vincent and the Grenadines,725462724.0,,,,,,
Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,,,,,,
David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,,,,,,
Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,,,,,,
Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,,,,,,
Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,,,,,,
Milton Cato,Saint Vincent and the Grenadines,771015590.0,,,,,,
Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,,,,,,
Monica Dacon,Saint Vincent and the Grenadines,784784479.0,,,,,,
Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,,,,,,
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,,,,,,
Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,,,,,,
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,,,,,,
Louis Straker,Saint Vincent and the Grenadines,795343481.0,,,,,,
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,,,,,,
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,,,,,,
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,,,,,,
Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,,,,,,
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,,,,,,
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,,,,,,
Stanislav Kochiev,South Ossetian,717215546.0,,,,,,
Valeriy Hubulov,South Ossetian,717241760.0,,,,,,
Rostislav Khugayev,South Ossetian,721687759.0,,,,,,
Boris Chochiev,South Ossetian,748071193.0,,,,,,
Yury Morozov,South Ossetian,749962491.0,,,,,,
Aleksandr Shavlokhov,South Ossetian,760473086.0,,,,,,
Merab Chigoev,South Ossetian,760473130.0,,,,,,
Gerasim Khugayev,South Ossetian,760473192.0,,,,,,
Igor Sanakoyev,South Ossetian,760473237.0,,,,,,
Zurab Kokoyev,South Ossetian,760473273.0,,,,,,
Lyudvig Chibirov,South Ossetian,766130279.0,,,,,,
Aslanbek Bulatsev,South Ossetian,789950396.0,,,,,,
President of South Ossetia,South Ossetian,795669553.0,,,,,,
Prime Minister of South Ossetia,South Ossetian,797825875.0,,,,,,
Leonid Tibilov,South Ossetian,799335775.0,,,,,,
Eduard Kokoity,South Ossetian,801087048.0,,,,,,
Dmitry Sanakoyev,South Ossetian,801560549.0,,,,,,
Vadim Brovtsev,South Ossetian,802882186.0,,,,,,
Tou Travel Ariki,Cook Island,717545630.0,,,,,,
Piho Rua,Cook Island,717593716.0,,,,,,
Robert Woonton,Cook Island,717897925.0,,,,,,
Ngereteina Puna,Cook Island,719186872.0,,,,,,
List of Presidents of the House of Ariki,Cook Island,728378933.0,,,,,,
Tangaroa Tangaroa,Cook Island,737975585.0,,,,,,
Speaker of the Cook Islands Parliament,Cook Island,755442454.0,,,,,,
Maria Heather,Cook Island,757064438.0,,,,,,
Tetangi Matapo,Cook Island,757064793.0,,,,,,
Selina Napa,Cook Island,757064845.0,,,,,,
Dorice Reid,Cook Island,757065079.0,,,,,,
Ngai Tupa,Cook Island,757065152.0,,,,,,
Cassey Eggelton,Cook Island,757540405.0,,,,,,
Norman George,Cook Island,763769083.0,,,,,,
John Tangi,Cook Island,763769086.0,,,,,,
Vai Peua,Cook Island,763769088.0,,,,,,
Teariki Heather,Cook Island,763769233.0,,,,,,
George Angene,Cook Island,763769688.0,,,,,,
Albert (Peto) Nicholas,Cook Island,763770488.0,,,,,,
Tupou Faireka,Cook Island,763774025.0,,,,,,
Mark Brown (Cook Islands),Cook Island,763774066.0,,,,,,
Nandi Glassie,Cook Island,763774069.0,,,,,,
Apii Piho,Cook Island,763775030.0,,,,,,
Winton Pickering,Cook Island,763775034.0,,,,,,
Albert Nicholas (Cook Islands),Cook Island,763775035.0,,,,,,
Vincent Ingram,Cook Island,763775867.0,,,,,,
Terepai Maoate Jnr,Cook Island,763775893.0,,,,,,
Toanui Isamaela,Cook Island,763776103.0,,,,,,
Tangata Vavia,Cook Island,763776191.0,,,,,,
Taunga Toka,Cook Island,763776193.0,,,,,,
Teremoana Tapi Taio,Cook Island,763776229.0,,,,,,
Tepure Tapaitau,Cook Island,763776231.0,,,,,,
Mapu Taia,Cook Island,763776235.0,,,,,,
Pupuke Robati,Cook Island,763776270.0,,,,,,
Wilkie Rasmussen,Cook Island,763776271.0,,,,,,
Tai Tura,Cook Island,763776737.0,,,,,,
Tekii Lazaro,Cook Island,763776768.0,,,,,,
Kura Strickland,Cook Island,763776806.0,,,,,,
Mii Parima,Cook Island,763776808.0,,,,,,
Joe Williams (Cook Islands politician),Cook Island,763776856.0,,,,,,
Kiriau Turepu,Cook Island,763776860.0,,,,,,
Inatio Akaruru,Cook Island,766806728.0,,,,,,
Terepai Maoate,Cook Island,767048874.0,,,,,,
Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,,,,,,
Atatoa Herman,Cook Island,767994335.0,,,,,,
Kete Ioane,Cook Island,778717694.0,,,,,,
Tom Davis (Cook Islands politician),Cook Island,778763952.0,,,,,,
Niki Rattle,Cook Island,778789714.0,,,,,,
Frederick Tutu Goodwin,Cook Island,784686871.0,,,,,,
Ngamau Munokoa,Cook Island,784786128.0,,,,,,
Henry Puna,Cook Island,786648340.0,,,,,,
Moana Ioane,Cook Island,787050138.0,,,,,,
Marguerite Story,Cook Island,787227714.0,,,,,,
Apenera Short,Cook Island,788240713.0,,,,,,
Mana Strickland,Cook Island,788499686.0,,,,,,
William (Smiley) Heather,Cook Island,788897273.0,,,,,,
Rose Toki-Brown,Cook Island,788897549.0,,,,,,
Teina Bishop,Cook Island,788898457.0,,,,,,
Pumati Israela,Cook Island,788899523.0,,,,,,
Robert Wigmore,Cook Island,794802546.0,,,,,,
Pukeiti Pukeiti,Cook Island,794802590.0,,,,,,
John Henry (Cook Islands politician),Cook Island,797303432.0,,,,,,
Geoffrey Henry,Cook Island,797303508.0,,,,,,
Albert Henry (politician),Cook Island,797303536.0,,,,,,
Jim Marurai,Cook Island,799769949.0,,,,,,
Pa Tepaeru Terito Ariki,Cook Island,805657875.0,,,,,,
Tom Marsters,Cook Island,806739780.0,,,,,,
Hilal Al Sarmi,Omani,717915660.0,,,,,,
Mohammed Al Rumhi,Omani,722258362.0,,,,,,
Yahya Al Khusaibi,Omani,726862168.0,,,,,,
Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,,,,,,
Fahd bin Mahmoud al Said,Omani,757164616.0,,,,,,
Rawya Saud Al Busaidi,Omani,760558966.0,,,,,,
"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,,,,,,
Taimur bin Feisal,Omani,767885927.0,,,,,,
"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,,,,,,
Badr bin Saud al Busaidi,Omani,783116680.0,,,,,,
"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,,,,,,
Rahila Al Riyami,Omani,788828342.0,,,,,,
List of rulers of Oman,Omani,789761641.0,,,,,,
Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,,,,,,
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,,,,,,
Yusuf bin Alawi bin Abdullah,Omani,797805284.0,,,,,,
Samira bint Mohamed Al-Moosa,Omani,797947292.0,,,,,,
Moosa AbdulRahman Hassan,Omani,799540696.0,,,,,,
Abdullah Al Saidi,Omani,801364408.0,,,,,,
Said bin Taimur,Omani,802317488.0,,,,,,
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,,,,,,
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,,,,,,
Qaboos bin Said al Said,Omani,806904421.0,,,,,,
Haitham bin Tariq Al Said,Omani,807451487.0,,,,,,
John Allen (diplomat),Tokelauan,720435378.0,,,,,,
Neil Walter,Tokelauan,732100626.0,,,,,,
Tim Francis,Tokelauan,744394596.0,,,,,,
Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,,,,,,
Russell Marshall,Tokelauan,771460602.0,,,,,,
Guy Powles,Tokelauan,786375181.0,,,,,,
Salesio Lui,Tokelauan,790644183.0,,,,,,
Kuresa Nasau,Tokelauan,790644216.0,,,,,,
Patuki Isaako,Tokelauan,790644404.0,,,,,,
Kolouei O'Brien,Tokelauan,790647368.0,,,,,,
Afega Gaualofa,Tokelauan,795631781.0,,,,,,
Siopili Perez,Tokelauan,795633170.0,,,,,,
David Payton,Tokelauan,799209983.0,,,,,,
Head of Government of Tokelau,Tokelauan,801375710.0,,,,,,
Falima Teao,Tokelauan,801630990.0,,,,,,
Jonathan Kings,Tokelauan,806257719.0,,,,,,
Administrator of Tokelau,Tokelauan,806258588.0,,,,,,
Themba N. Masuku,Swaziland,723121670.0,,,,,,
Moses Mathendele Dlamini,Swaziland,747579157.0,,,,,,
Constance Simelane,Swaziland,757540600.0,,,,,,
Ntfombi of Swaziland,Swaziland,785654533.0,,,,,,
Bheki Dlamini,Swaziland,790010530.0,,,,,,
Bhekimpi Dlamini,Swaziland,790010540.0,,,,,,
Jameson Mbilini Dlamini,Swaziland,790010556.0,,,,,,
Lutfo Dlamini,Swaziland,790010558.0,,,,,,
Mabandla Dlamini,Swaziland,790010563.0,,,,,,
Makhosini Dlamini,Swaziland,790010573.0,,,,,,
Mphiwa Dlamini,Swaziland,790010577.0,,,,,,
Obed Dlamini,Swaziland,790010578.0,,,,,,
Paul Dlamini,Swaziland,790010579.0,,,,,,
Themba Dlamini,Swaziland,790010705.0,,,,,,
Njabulo Mabuza,Swaziland,790010716.0,,,,,,
Charles Myeza,Swaziland,790010723.0,,,,,,
Sishayi Nxumalo,Swaziland,790010729.0,,,,,,
Paul Shabangu,Swaziland,790010732.0,,,,,,
Trusty Gina,Swaziland,790010783.0,,,,,,
Marwick Khumalo,Swaziland,790010820.0,,,,,,
Prince Sozisa Dlamini,Swaziland,790090661.0,,,,,,
Andreas Fakudze,Swaziland,790636139.0,,,,,,
Ndumiso Mamba,Swaziland,793428048.0,,,,,,
Dzeliwe of Swaziland,Swaziland,796256782.0,,,,,,
Ben Nsibandze,Swaziland,797494822.0,,,,,,
List of Prime Ministers of Swaziland,Swaziland,797904256.0,,,,,,
Barnabas Sibusiso Dlamini,Swaziland,798454144.0,,,,,,
Sotsha Dlamini,Swaziland,800650407.0,,,,,,
Labotsibeni Mdluli,Swaziland,802149787.0,,,,,,
Tsandzile Dlamini,Swaziland,804656330.0,,,,,,
Maphevu Dlamini,Swaziland,807175486.0,,,,,,
Karim Mammadbeyov,Dagestani,723563977.0,,,,,,
Aziz Aliyev,Dagestani,785202362.0,,,,,,
Mukhu Aliyev,Dagestani,785532389.0,,,,,,
Magomedali Magomedov,Dagestani,789329935.0,,,,,,
Magomedsalam Magomedov,Dagestani,792949749.0,,,,,,
Sagid Murtazaliev,Dagestani,796896055.0,,,,,,
Head of the Republic of Dagestan,Dagestani,803611453.0,,,,,,
List of Danish High Commissioners in Greenland,Greenlandic,728026000.0,,,,,,
Gunnar Martens,Greenlandic,742150479.0,,,,,,
Sara Olsvig,Greenlandic,756830216.0,,,,,,
Kathrine Chemnitz,Greenlandic,757102071.0,,,,,,
Augusta Salling,Greenlandic,757103267.0,,,,,,
Agathe Fontain,Greenlandic,757539811.0,,,,,,
Ane Hansen (politician),Greenlandic,757539958.0,,,,,,
Asii Chemnitz Narup,Greenlandic,763742018.0,,,,,,
Aleqa Hammond,Greenlandic,770757601.0,,,,,,
Katrine Larsen Lenner,Greenlandic,778461046.0,,,,,,
Maliina Abelsen,Greenlandic,780537008.0,,,,,,
Agnethe Davidsen,Greenlandic,787423025.0,,,,,,
Mimi Karlsen,Greenlandic,806560929.0,,,,,,
Alan Parastaev,Ossetian,743018109.0,,,,,,
Taymuraz Mamsurov,Ossetian,757343822.0,,,,,,
Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0,,,,,,
Akhsarbek Galazov,Ossetian,782634776.0,,,,,,
Alexander Dzasokhov,Ossetian,789328182.0,,,,,,
Alla Dzhioyeva,Ossetian,796950389.0,,,,,,
Vyacheslav Bitarov,Ossetian,804609656.0,,,,,,
Tamerlan Aguzarov,Ossetian,804609900.0,,,,,,
Anatoly Bibilov,Ossetian,806832826.0,,,,,,
Leilani Reklai,Palauan,757106724.0,,,,,,
Antonio Bells,Palauan,762610456.0,,,,,,
Haruo Remeliik,Palauan,764341685.0,,,,,,
Roman Tmetuchl,Palauan,765032190.0,,,,,,
Vice President of Palau,Palauan,765102210.0,,,,,,
Surangel Whipps Jr.,Palauan,767195006.0,,,,,,
Alfonso Oiterong,Palauan,773405868.0,,,,,,
Johnson Toribiong,Palauan,777304756.0,,,,,,
Kerai Mariur,Palauan,778679721.0,,,,,,
President of Palau,Palauan,782714724.0,,,,,,
Kuniwo Nakamura,Palauan,786992351.0,,,,,,
Tommy Remengesau,Palauan,788566799.0,,,,,,
Thomas Remengesau Sr.,Palauan,788566961.0,,,,,,
Ngiratkel Etpison,Palauan,788567219.0,,,,,,
Raynold Oilouch,Palauan,789983618.0,,,,,,
Lazarus Salii,Palauan,790011394.0,,,,,,
Ngedikes Olai Uludong,Palauan,790410665.0,,,,,,
Sandra Pierantozzi,Palauan,790423026.0,,,,,,
Elias Camsek Chin,Palauan,795139723.0,,,,,,
Akiko Sugiyama,Palauan,797884160.0,,,,,,
Baklai Temengil,Palauan,805961817.0,,,,,,
List of Presidents of Somaliland,Somaliland,792010538.0,,,,,,
Dahir Riyale Kahin,Somaliland,798692052.0,,,,,,
Adan Ahmed Elmi,Somaliland,804143605.0,,,,,,
Muhammad Haji Ibrahim Egal,Somaliland,805840190.0,,,,,,
Hediya Yousef,Rojava,805873719.0,,,,,,
Mansur Selum,Rojava,805873803.0,,,,,,
,,,EH,Western Sahara,Country,2019.0,0.597,597000.0
,,,CI,Cote d'Ivoire,Country,2019.0,26.175,26175000.0
,,,YT,Mayotte,Country,2019.0,0.284,284000.0
,,,RE,Reunion,Country,2019.0,0.861,861000.0
,,,CD,"Congo, Dem. Rep.",Country,2019.0,89.568,89568000.0
,,,SZ,eSwatini,Country,2019.0,1.104,1104000.0
,,,SV,El Salvador,Country,2019.0,6.481,6481000.0
,,,HN,Honduras,Country,2019.0,9.864,9864000.0
,,,CW,Curacao,Country,2019.0,0.155,155000.0
,,,PR,Puerto Rico,Country,2019.0,3.189,3189000.0
,,,KN,St. Kitts-Nevis,Country,2019.0,0.054,54000.0
,,,LC,Saint Lucia,Country,2019.0,0.182,182000.0
,,,VC,St. Vincent and the Grenadines,Country,2019.0,0.111,111000.0
,,,GE,Georgia,Country,2019.0,3.715,3715000.0
,,,OM,Oman,Country,2019.0,4.713,4713000.0
,,,BN,Brunei,Country,2019.0,0.469,469000.0
,,,TL,Timor-Leste,Country,2019.0,1.318,1318000.0
,,,HK,"China, Hong Kong SAR",Country,2019.0,7.494,7494000.0
,,,MO,"China, Macao SAR",Country,2019.0,0.686,686000.0
,,,Channel Islands,Channel Islands,Sub-Region,2019.0,0.172,172000.0
,,,CZ,Czechia,Country,2019.0,10.716,10716000.0
,,,MK,North Macedonia,Country,2019.0,2.08,2080000.0
,,,PF,French Polynesia,Country,2019.0,0.28,280000.0
,,,GU,Guam,Country,2019.0,0.175,175000.0
,,,NC,New Caledonia,Country,2019.0,0.295,295000.0
,,,PW,Palau,Country,2019.0,0.018,18000.0
,,,WS,Samoa,Country,2019.0,0.2,200000.0
